"station","latitude","longitude"
"03007700502",44.0389905142,-79.5836273567
"03007700602",44.0400585141,-79.4593626066
"03007700702",44.0222002641,-79.4728547316
"03007700802",44.3223080144,-79.3461411065
"03007700902",44.1154621392,-79.1208882313
"03007701002",44.4322000145,-79.1643999813
"03007701102",44.3520826394,-79.0551357312
"03007701202",44.5338688896,-79.0749987312
"03007701302",44.8037513899,-79.7202274818
"03007701402",44.1213842642,-79.1226103563
"03007701502",44.0730321392,-79.5637708567
"03007701602",44.0277383891,-79.6202109817
"03007701702",44.0482232642,-79.6189752317
"03007701802",44.2279202643,-79.4648393566
"03007701902",44.2608638894,-79.3441423565
"03007702002",44.2077952643,-79.3215206065
"03007702102",44.1666303893,-79.3274808565
"03007702202",44.6038141397,-79.3695226065
"03007702302",44.7764873898,-79.3349294815
"03007702402",44.0393610142,-79.3776078565
"03007702502",44.4311371395,-79.1599577313
"03007702602",44.7465611398,-79.3244187315
"03007702702",44.3304100144,-79.2177399814
"03007702802",44.3722523895,-79.6512952318
"03007702902",44.0138573891,-79.6791019818
"03007703002",44.1817693893,-79.5169389816
"03007703102",44.7140545148,-79.2814721064
"03007703202",44.0952567642,-79.0978928562
"03007703302",44.1870295143,-79.4367091066
"03007703402",44.2238736393,-79.4213371065
"03008500102",45.0220938901,-79.7773358569
"03008500202",45.1200547652,-79.5772851067
"03008500302",45.0124861401,-79.6145179817
"03008500402",45.00237889,-79.3020986064
"03008500502",45.0882978901,-79.2999681064
"03008500602",45.2130943902,-79.2750834814
"03008500702",45.3035842653,-79.2040479814
"03008500802",45.3276333904,-79.2149186064
"03008500902",45.1502413902,-79.1116486063
"03008501002",45.1201637652,-79.5763221067
"03008501102",45.1110452651,-79.5762402317
"03008501202",45.0335211401,-79.3137713565
"03008501302",45.0392200151,-79.3078893565
"03008501401",45.2460770153,-78.8920583561
"03008501502",45.0420723901,-79.3090957315
"03008501601",45.0333017651,-79.6129513567
"03008501701",45.0471860151,-79.4025513565
"03008501802",45.0516550151,-79.6305267317
"03008501901",44.927196765,-79.3978432315
"03008502001",44.969046015,-79.4129814815
"03008502102",44.949914265,-79.4366907316
"03008502202",44.932531015,-79.3566269815
"03008502301",45.1483017652,-79.5999762317
"03008502401",45.2215498903,-79.5636476067
"03008502502",45.1791677652,-79.5236634817
"03008502602",45.2199456403,-79.5315081066
"03008502702",45.2264096403,-79.5587288567
"03008502802",45.2389895153,-79.5838029817
"03008502902",45.2723585153,-79.6740219818
"03008503001",45.1785100152,-79.7482899819
"03008503101",45.3281197654,-79.2740818564
"03008503202",45.3794593904,-79.2224254814
"03008503301",45.1986535152,-79.6836652318
"03008503402",45.3462895154,-79.2513681064
"03008503502",45.0273916401,-79.3286803565
"03008503602",45.3381633904,-79.1965423563
"03009200102",45.0634838901,-79.7865688569
"03009600102",45.3162175153,-79.9834142321
"03009600202",45.3029582653,-79.9529994821
"03009600301",45.2926557653,-79.947990857
"03009700102",45.3306385154,-80.0289856071
"03009800102",45.3435877654,-80.0312999821
"03009800202",45.3967797654,-80.0175619821
"03009800302",45.3991631404,-79.947453982
"03009800402",45.3992113904,-79.954944732
"03009800502",45.4003848904,-80.0004273571
"03011500102",45.5497287656,-80.2844224823
"03012000102",45.6723863907,-80.4823971075
"03012400102",45.6205231406,-79.4110858565
"03012400202",45.6233933906,-79.3969908565
"03012400302",45.7745820158,-80.4973219826
"03012400402",45.7106585157,-79.4265996066
"03012400502",45.6074672656,-79.4517654816
"03012400602",45.6392422656,-79.1649607313
"03012800102",45.8930365159,-80.5658527326
"03013000102",45.996965766,-80.5664673576
"03013300102",46.018407016,-80.5831302326
"03013300202",46.3500663913,-80.0602163571
"03013300302",46.3245406413,-79.9722632321
"03013300402",46.3699500163,-79.934974732
"03013300802",46.046152016,-80.5795382326
"03013300901",46.2204235162,-79.3712278565
"03013301001",46.2989591413,-79.4660967316
"03013301101",46.3103700163,-79.4714299816
"03013301202",46.3341137663,-79.5110399816
"03013301302",46.3285162663,-79.5032806066
"03013301402",46.2719447662,-79.3827279815
"03013301502",46.2580813912,-79.4031814815
"03013301601",47.061810392,-79.7925122319
"03013301702",46.4627740164,-79.900619232
"14001907502",46.3828832663,-82.6262849845
"14002800102",46.2645951412,-81.8739303588
"14002800202",46.3013762663,-81.6746247337
"14002800302",46.4273332664,-81.0977746081
"14002800402",46.4594100164,-81.0380299831
"14002800502",46.4681227664,-81.0372078581
"01006000802",49.1438208939,-85.7946493625
"01006000902",48.6917630185,-85.9571878626
"01006001002",48.6964896435,-85.8802779876
"01006001102",48.7162375185,-85.7949888625
"01006001202",48.7075032685,-85.9104371126
"01006700102",48.8012833936,-86.6311564883
"01006800102",48.8177837686,-86.6867052383
"01007000102",48.8037088936,-86.7763423634
"01007300102",48.7765761436,-86.8843303635
"01007400102",48.8321191436,-87.0725146137
"01007400202",48.8484815186,-87.0350403636
"01007500102",48.7857848936,-87.1149113637
"01007500202",48.7854875186,-87.1584877388
"01007800102",48.9781515188,-87.3691004889
"01007800202",48.9753760187,-87.380563614
"01007800302",48.8356331436,-87.411078239
"01008000102",48.8822352687,-87.5591913641
"01008100102",48.9202651437,-87.7686926143
"01008600102",48.9761577687,-87.9979456145
"01008800102",49.0081641438,-88.0772811146
"01009000102",49.1507061439,-88.3486641149
"01009000202",49.0195877688,-88.2504804898
"01009200102",48.9040810187,-88.3781717399
"01009400102",48.8211573936,-88.53279599
"01009500102",48.8040075186,-88.53941749
"01010000102",48.6493091434,-88.6389596151
"01010300102",48.5344042683,-88.9419944904
"01010400102",48.4546142683,-89.1868766156
"01010400202",48.4824795183,-89.1880189906
"01010500102",48.4396545183,-89.2141097407
"01010600102",48.4091233932,-89.2305922407
"01010600202",48.3996581432,-89.2454374907
"01010700102",48.3993605182,-89.2238367407
"01010700202",48.3812275182,-89.3578838658
"01010700302",48.3993507682,-89.2233928657
"04001302002",42.3939157626,-82.2101002342
"04001302102",42.9627162631,-81.2985659833
"04001302202",42.9623853881,-81.2981323583
"04001302402",42.9625621381,-81.2983641083
"04001302502",43.3660582635,-81.018669733
"04001302602",42.2759941375,-82.4474689844
"04001302702",43.0419238882,-81.1947074832
"04001302802",42.9637130131,-81.3903213584
"04001302902",42.9141455131,-81.3136603583
"04001303002",42.7370103879,-81.6836289837
"04001303102",42.3523306376,-82.081007609
"04001303202",42.6734026379,-81.6961228587
"04001303302",42.1926391374,-82.5168057344
"04001303402",43.1301262633,-80.962840733
"04001303602",43.0706720132,-81.3629254834
"04001303702",42.9113951381,-81.2072719832
"04001303802",43.1448187633,-80.7669653578
"04001303902",43.0453707632,-80.8768132329
"04001304002",43.1624508883,-80.9049039829
"04001304102",43.0314193882,-80.998487483
"04001304202",43.0186412632,-80.9269092329
"04001304302",43.2083650134,-81.2075087332
"04001304402",43.4505855136,-81.2072504832
"04001304502",43.2391433884,-81.1701626082
"04001304602",42.2635617625,-82.4495189844
"04001304702",42.9347495131,-81.4215129834
"04001304802",42.3881738876,-82.2306768592
"04001304902",42.4442321377,-81.9840983589
"08010700102",44.1767577643,-81.6380114836
"08010700202",44.1733936393,-81.6379863586
"08010700302",44.1674357643,-81.6335463586
"08010700402",44.1727117643,-81.6310444836
"08011300102",44.2979321394,-81.5786113586
"08012300102",44.4995837646,-81.3656746084
"08012300183",44.4995830146,-81.3656761084
"08012300202",44.1346801392,-81.1538559832
"08012300302",44.1513645143,-81.0391729831
"08012300402",43.9994503891,-81.3051254833
"08012300502",44.1803855143,-80.8374111079
"08012300602",44.3042505144,-80.6648649827
"08012300702",44.3184433894,-81.2796669833
"08012300802",44.2680851394,-81.2690903583
"08012300902",44.2960451394,-81.1211614831
"08012301002",44.0606205142,-81.1272391081
"08012301102",44.1371788892,-81.000896233
"08012302602",44.1609568893,-80.929463858
"08012302702",44.1690858893,-80.933234608
"08012302802",44.0864792642,-80.5115814826
"08012302902",44.1925137643,-80.8565414829
"08012303082",44.4561042645,-81.3260637333
"08012303102",44.3183555144,-81.2459092333
"08012303202",44.1205787642,-81.1149523581
"08012303302",44.1775275143,-80.8188374829
"08012303402",44.1698733893,-80.8218077329
"08012303502",44.3468025144,-81.4264909834
"08012303602",44.0797063892,-80.988616108
"08012303702",44.2834830144,-80.7441051078
"08012303802",44.2051831393,-81.1948143582
"08012303902",44.3004970144,-81.2812753583
"08012304102",44.4561097645,-81.3260873583
"08012304202",44.2446853893,-81.1707829832
"08012304302",44.3660367645,-81.3140886083
"08012304402",44.1525738893,-81.2863671083
"08012304502",44.2293150143,-81.1460043582
"08012304602",44.1338396392,-81.0288182331
"08012304702",44.0864792642,-80.5115814826
"08012304802",44.0354262641,-80.5814057326
"08012304902",43.9559268891,-80.7709043578
"08013500102",44.6614785147,-81.2792577333
"08013500202",44.4791267646,-81.1657946082
"08013500302",44.6771805147,-81.2554613583
"08013500402",44.8341751399,-81.2191863582
"08014300102",45.00266564,-81.3652762334
"08014300202",45.0367098901,-81.3358677333
"08014400102",45.0270926401,-81.4541544834
"08015800102",45.6515648907,-81.9864621089
"08015800202",45.6654371407,-81.9872328589
"09000100102",43.2628148884,-79.7728597319
"09000100202",43.2186116384,-79.8029738569
"09000100302",43.2409283884,-79.7734592319
"09000100402",43.2003445134,-79.8201334819
"09000800102",43.2675243884,-79.928372107
"09000800202",43.2722190134,-79.925752857
"09000800302",43.2765602634,-80.0062264821
"09000800402",43.3823925135,-80.1312611072
"09000900102",43.2925410135,-79.883872982
"09000900202",43.3310631385,-79.887807232
"09000900502",43.3366125135,-79.887534732
"09000901702",43.2835641384,-79.899335857
"09000701802",43.3081942635,-79.8297799819
"09000701902",43.3151071385,-79.8365901069
"09000702102",43.3191210135,-79.8162017319
"14002800602",46.5253062665,-81.2877479833
"14002800702",46.5668272665,-81.2135926082
"14002800802",46.5831323915,-81.1991693582
"14002800902",46.7048612666,-80.9270278579
"14002801002",46.7152865166,-80.950389858
"14002801102",46.8418416418,-81.017544108
"14002801202",46.6047900165,-81.3812699834
"14002801302",46.6437508916,-81.4002103584
"14002801402",46.6477745166,-81.3726971084
"14002801502",46.6449585166,-81.3500473583
"14002801602",46.5221411415,-80.935681608
"14002801702",46.5451795165,-80.9020236079
"14002801802",46.6353600166,-81.3922797334
"14002801902",46.2650803912,-81.9034669839
"18337010002",45.3514382654,-76.0550306034
"18337010102",45.3514372654,-76.0550306034
"18337012002",45.3401638904,-76.0145888534
"18337012102",45.4175090154,-76.1984511035
"18343003002",45.4232500154,-76.2524683536
"18343003402",45.3356155154,-76.2869888536
"18343003602",45.3261685153,-76.2890336036
"18343004002",45.2257190153,-76.1983097286
"18343005002",45.2268405153,-76.1936939785
"18343006002",45.1487757652,-76.1271498535
"18343006102",45.1814230152,-76.1253381035
"18343007002",45.1356781402,-76.1500947285
"18343010001",45.1112973901,-76.1769233535
"18343015002",45.0524532651,-76.2506134786
"18343017502",44.97242914,-76.5389784789
"18343018502",44.94053289,-76.687416479
"18343019502",44.938431265,-76.7725268541
"18343021002",44.892250265,-76.9589616043
"18343023002",44.8502011399,-77.1692332295
"18343023402",44.961415765,-77.2413513545
"03013301802",46.3492471413,-79.956170857
"03013301902",46.3004437663,-79.4614233566
"03013302002",46.0824512661,-79.3567128565
"03013302102",46.4110051414,-79.4662106066
"03013302202",46.0842622661,-79.3694241065
"03013302302",45.8486661408,-79.3797142315
"03013302402",46.2433166412,-79.4217854816
"03013302502",46.3446602663,-79.4504414816
"03013302602",46.2765090162,-79.4455611066
"03013302702",47.0420288919,-79.892353482
"03013302802",46.3655995163,-79.933872732
"03013302901",47.061010892,-79.7937622319
"03013303002",46.1965948912,-79.3663738565
"03013303102",46.1668366411,-79.2814097314
"03013303202",46.1490230161,-79.2733751064
"03013303302",46.3113100163,-79.4739999816
"03013303402",47.050134517,-79.886499857
"03013303502",47.059790267,-79.875747107
"03013303602",46.2632223912,-79.3951986065
"03013303702",46.2703132662,-79.3223743565
"03013303802",46.2709955162,-79.2522482314
"03013400102",46.3950805163,-80.8004267328
"03013400202",46.4871921414,-80.7827434828
"03013400302",46.5298966415,-80.7436751078
"03013400402",46.6651630166,-80.6713697327
"03013400502",46.4939720164,-80.8419734829
"03013400602",46.4750277664,-80.8213832328
"03013400701",46.6570738916,-80.7644429828
"03013400802",46.5216582665,-80.7088977328
"03013400901",46.6545836416,-80.7698923578
"03013401001",46.6688608916,-80.7651518578
"03013401102",46.6527748916,-80.7638203578
"03013401202",46.4854587664,-80.8319298579
"03013401302",46.4840418914,-80.8392144829
"03013401402",46.4845190164,-80.8498764829
"03013401582",46.1591295161,-80.923235483
"03013401602",46.5628128915,-80.8024323578
"03013401702",46.4650042664,-80.8571924829
"04000100102",42.3389863876,-82.9304338598
"04000100202",42.3389865126,-82.9304371098
"04000200102",42.3327193876,-82.8959701098
"04000300102",42.3263858876,-82.8684212348
"04000300202",42.3122655125,-82.8693131098
"04000400102",42.3135265125,-82.8429899847
"04000500102",42.2995675125,-82.7810096097
"04000500202",42.2288806375,-82.7901741097
"04000500302",42.2774273875,-82.7888334847
"04000700102",42.2958111375,-82.7112327346
"04000700202",42.2304453875,-82.7181918596
"04001000102",42.2939188875,-82.6240459845
"04001000202",42.2323468875,-82.6165317345
"04001000302",42.2435561375,-82.6143828595
"04001300102",42.3187907626,-82.4528158594
"04001300302",42.3185106375,-82.4530798594
"04001300402",42.3182266375,-82.4534262344
"04001300502",42.2904768875,-82.4533246094
"04001300602",42.3040445125,-82.4357761094
"04001300702",42.3558287626,-82.3205189843
"04001300782",42.3558282626,-82.3205183593
"04001300802",42.3550242626,-82.3196103593
"04001300902",42.3940858876,-82.2104077341
"04001300983",42.3940853876,-82.2104069841
"04001301002",42.3936672626,-82.2096606092
"04001301102",42.7250893879,-81.6673664836
"04001301202",42.9083372631,-81.3052796083
"04001301302",42.9630730132,-81.3318576083
"04001301402",43.0417166382,-81.1822918582
"04001301502",43.2555496384,-81.1453006082
"04001301602",43.1263376383,-80.7792818578
"04001301702",43.1274187633,-80.7708418578
"04001301802",43.2028757634,-80.6903718577
"04001301902",42.3939158876,-82.2101003592
"04001305002",43.0962441383,-81.1685366082
"04001305102",42.9686722631,-81.1501726082
"04001305202",42.9757448882,-81.0550896081
"04001305302",42.9729031382,-81.1875374832
"04001305405",43.3667675135,-81.014930983
"04001305502",43.3058218885,-80.8490944829
"04001305602",43.2402481384,-81.1911822332
"04001305702",42.540249494,-81.9632184673
"04001305802",42.5139162627,-82.071671609
"04001305902",42.9719235132,-81.0540407331
"04001306002",42.9763706382,-81.0528426081
"04001306102",42.806538388,-81.3627099834
"04001306202",42.9437055131,-81.4567848585
"04001306302",42.9379610131,-81.4409094834
"04001306402",43.2664398884,-81.0841118581
"04001306502",42.8851686381,-81.4013766084
"04001306602",43.2523576384,-80.985158858
"04001306702",43.2871250135,-81.1686041082
"04001306802",42.9733372632,-80.952126983
"04001306902",43.0433742632,-80.8190939829
"04001307002",42.9701651382,-80.8016869828
"06014200202",44.0255715141,-77.9911407302
"06014600102",43.9871592641,-77.9007392301
"06014800102",44.0041530141,-77.8375061051
"06015100102",44.0280332641,-77.72429573
"06015200102",44.0409797642,-77.6709342299
"06015700302",44.0307790141,-77.2851293546
"06016300102",43.9732995141,-77.2464741045
"06017200102",43.9356910141,-77.0904154794
"06018000102",44.1938736393,-76.740350729
"06018000202",44.4068213895,-76.6012858539
"06018000302",44.2140602643,-76.7801544791
"06018000402",44.2614836394,-76.727011604
"06018000502",44.2851662644,-76.716733604
"06018300102",44.2387436393,-76.6155661039
"06018300202",44.2564260143,-76.6126967289
"07000000101",46.8175207667,-84.4077352362
"07000900102",46.7187466417,-84.4222782362
"07000900202",46.7756976417,-84.0500804859
"07000900302",46.7234028916,-84.3820716112
"07002000102",46.7849588917,-84.3549911111
"07002000202",46.8077586417,-84.3994063612
"07002800102",46.9281738918,-84.4263012362
"07003100102",46.9329388919,-84.5284867363
"07003200102",46.9609351419,-84.6564153614
"08001000102",43.1012982633,-82.033257109
"08001000202",43.1103287633,-82.074689484
"08002100102",43.2216498884,-81.8642372338
"08002100202",43.1933125134,-81.8138568588
"08002200102",43.3130700135,-81.7639099837
"08002200202",43.1758486383,-81.8554131088
"08002200302",43.1693101383,-81.6923247337
"08002200402",43.1696156383,-81.6805849836
"08002200502",43.2821983884,-81.5188183585
"08002200602",43.3600150135,-81.4990052335
"08002200702",43.4277388886,-81.5228299835
"08002200802",43.4447717636,-81.3363366083
"08002200902",43.1873413884,-81.7023649837
"08002201002",43.1809060133,-81.4476601084
"08002201102",43.2637708884,-81.5278811085
"08002201202",43.1850131384,-81.7290158587
"08002201302",43.3118382635,-81.7570402337
"08002201402",43.2946836385,-81.4138207334
"08002201502",43.0668957633,-81.6805429836
"08002201602",43.3621168885,-81.5094472335
"08002201702",43.3586823885,-81.4574054835
"08004000102",43.5689300137,-81.6986247337
"08004000202",43.5377833887,-81.4066222334
"08004000302",43.5365630137,-81.3989078584
"08004000402",43.5059516387,-81.2840824833
"08004000502",43.5029403887,-81.2892697333
"08004000602",43.5888383887,-81.5576852335
"08004000783",43.5689361387,-81.6986336087
"08004000802",43.5507177637,-81.5893717336
"08004000902",43.5449697637,-81.4303113584
"08004001002",43.5656480137,-81.5810073586
"08004001102",43.5497737637,-81.3850256084
"08005600102",43.7522427639,-81.7004967337
"08005600202",43.7488695139,-81.4459168584
"08005600302",43.895497639,-81.3534972333
"08005600402",43.868600014,-81.1599199832
"08005600502",43.8147031389,-80.8872891079
"16008701102",42.7056555129,-81.1484842332
"16008701202",42.7364891379,-81.2142023582
"16008701302",42.785502763,-81.2173883582
"16008701402",42.8645565131,-81.2195527332
"16008701502",42.813674388,-81.1726057332
"16008701602",42.777903388,-81.2138477332
"16009700102",42.6615946379,-81.015388233
"16009700202",42.773973138,-81.008835983
"16009700302",42.7024565129,-81.0458352331
"16009700402",42.790654388,-81.0770119831
"16009700502",42.775550513,-81.0429243581
"16009700602",42.792584513,-80.931615233
"16009700702",42.844791388,-80.8351248579
"16010900102",42.6489587629,-80.8070294828
"16010900202",42.6867181379,-80.7928087328
"17002601802",44.4831505146,-77.4756254797
"17002601902",44.5627683896,-77.6030382299
"17002602002",44.5016500146,-77.6094224799
"17002602102",44.2424108893,-77.4328942297
"17002602202",44.2248260143,-77.5308856048
"17003100102",44.1962353893,-77.2293982295
"17003100202",44.2074713893,-77.2095931045
"17003500102",44.2167400143,-76.9740999793
"17003500202",44.2777020144,-76.9281749792
"17003500302",44.3362671394,-76.8341416041
"17003500402",44.3234500144,-76.8752776042
"17003700102",44.2078457643,-76.8961279792
"17003700202",44.4030876395,-76.677471729
"17003700302",44.2392455143,-76.8491376042
"17003700402",44.2641587644,-76.8097608541
"18000010002",45.4735132655,-75.625591978
"18000010102",45.4748663905,-75.625664353
"18000010202",45.4746200155,-75.625609978
"18000010302",45.4740583905,-75.625655353
"18000010402",45.4603010155,-75.6802148531
"18000010502",45.4597046405,-75.6801823531
"18000012083",45.4295061405,-75.7027146031
"18000012202",45.4307713904,-75.7069556031
"18000012302",45.4305801404,-75.7061639781
"18000012402",45.4302120155,-75.7048824781
"18000012502",45.4298445155,-75.7035082281
"18000012602",45.4294100155,-75.7024116031
"18000013002",45.4211277654,-75.7182829781
"18000013102",45.4236766404,-75.7198912281
"18000013202",45.4238900154,-75.7199499781
"18000013302",45.4143560154,-75.7313497281
"18000014002",45.4106223904,-75.7611018531
"18000014102",45.4094856404,-75.7590857281
"04001307102",42.9203337631,-80.9007727329
"04001307202",43.0693610133,-80.7343832328
